gene,symbol,outcome,scan_b,scan_se,scan_pval,scan_q,n_cis_iv,n_clump_index,n_harmonised,method,b,se,pval,ci_l,ci_u,direction_consistent,q_stage2,survive_nominal,survive_fdr,ok,note,F_scan
ENSG00000108771,DHX58,t2d,-0.13225836830039,0.0360075138828286,0.0002396473033161,0.0114112430878123,809,8,2,mr_ivw_mre,-0.149227817752607,0.0525676035584895,0.0045286486444267,-0.252258427480826,-0.0461972080243886,True,0.0060425862718597,True,True,True,,13.491494082840306
ENSG00000108773,KAT2A,t2d,-0.346957880081638,0.110503708382166,0.0016907189955731,0.0446332294427213,92,2,1,Wald ratio (单工具退化),-0.346957880081638,0.110503708382166,0.0016907189955731,-0.5635411686688,-0.130374591494477,True,0.0024188388549805,True,True,True,,9.85824950861363
ENSG00000108774,RAB5C,t2d,0.422798415045195,0.131505861535796,0.0013042009316714,0.0378626994123411,80,2,1,Wald ratio (单工具退化),0.422798415045195,0.131505861535796,0.0013042009316714,0.165051662679123,0.680545167411267,True,0.0020207382024316,True,True,True,,10.336570701815308
ENSG00000108788,MLX,t2d,0.488673903476598,0.0909652720757303,7.78279386881361e-08,2.47833342260033e-05,459,3,1,Wald ratio (单工具退化),0.488673903476598,0.0909652720757303,7.78279386881361e-08,0.310385246364279,0.666962560588916,True,5.00140196159825e-07,True,True,True,,28.859383450513835
ENSG00000109618,SEPSECS,t2d,0.570272379587604,0.181384344652546,0.0016665543972231,0.0444559929521055,166,3,2,mr_ivw_mre,0.576590975176115,0.0159523459185009,4.52502632160531e-286,0.545324951706929,0.607856998645301,True,1.77381031806928e-284,True,True,True,,9.884735999999979
ENSG00000109670,FBXW7,t2d,-0.770102372650013,0.144289333437693,9.43880609044675e-08,2.74804097319007e-05,434,4,1,Wald ratio (单工具退化),-0.770102372650013,0.144289333437693,9.43880609044675e-08,-1.05290426954118,-0.487300475758844,True,5.78126873039864e-07,True,True,True,,28.485803136830743
ENSG00000109920,FNBP4,t2d,0.319389295731182,0.0843272067937113,0.0001521706850251,0.0080342967896689,968,3,1,Wald ratio (单工具退化),0.319389295731182,0.0843272067937113,0.0001521706850251,0.154111007498646,0.484667583963717,True,0.0003659564940481,True,True,True,,14.345156250000041
ENSG00000110931,CAMKK2,t2d,-0.125785519607476,0.0358798039536078,0.0004553275886856,0.0178539992633032,2302,25,7,mr_ivw_mre,-0.131490511250504,0.0536599202609789,0.0142681029200918,-0.236662022375314,-0.0263190001256939,True,0.0179265908483204,True,True,True,,12.290262914519825
ENSG00000111642,CHD4,t2d,-0.623696522042661,0.137291687242095,5.54968624320915e-06,0.0007198943185691,245,5,3,mr_ivw_mre,-0.583297096214394,0.0563651817023378,4.2493497694228805e-25,-0.693770822333032,-0.472823370095756,True,7.57156868006259e-24,True,True,True,,20.637551020408218
ENSG00000111879,FAM184A,t2d,0.643006225173843,0.168303642830738,0.0001331744820441,0.0071801480001599,164,3,2,mr_ivw_mre,0.652171102661488,0.0410724233530572,8.919715017614499e-57,0.571670632131714,0.732671573191262,True,2.18533017931555e-55,True,True,True,,14.596318211702727
ENSG00000112282,MED23,t2d,-0.32684334125419,0.0651205898134534,5.19282777130817e-07,0.0001079853786694,655,5,2,mr_ivw_mre,-0.318602105507891,0.100863515542904,0.0015845017166253,-0.516290963326079,-0.120913247689703,True,0.0023090136539671,True,True,True,,25.19083900226759
ENSG00000112658,SRF,t2d,-0.937846060305595,0.237919649517054,8.08520106445524e-05,0.0053498830419999,52,3,2,mr_ivw_mre,-0.743924593457581,0.308704374279073,0.0159600216785672,-1.34897404891454,-0.138875138000625,True,0.0198096105255004,True,True,True,,15.538263926446678
ENSG00000112701,SENP6,t2d,0.121608965830819,0.0277473978374545,1.1720883618302e-05,0.0012572189902157,1213,19,5,mr_ivw_mre,0.125709628241589,0.0398182670734417,0.0015935523673427,0.0476672588508458,0.203751997632331,True,0.0023136019555494,True,True,True,,19.2081999695168
ENSG00000112996,MRPS30,t2d,0.483672657291499,0.12319963912142,8.63967424724621e-05,0.0055236001863947,302,2,1,Wald ratio (单工具退化),0.610546496050261,0.16651268074098,0.0002457327799303,0.284187638828723,0.936905353271799,True,0.0005568049117495,True,True,True,,15.412894375857228
ENSG00000113161,HMGCR,t2d,-0.381767523903065,0.0939552473157075,4.83856174655688e-05,0.003472179168832,1078,3,1,Wald ratio (单工具退化),-0.381767523903065,0.0939552473157075,4.83856174655688e-05,-0.565916424800405,-0.197618623005724,True,0.0001356478136781,True,True,True,,16.510334882230442
ENSG00000114648,KLHL18,t2d,-0.409933082903063,0.115540984756462,0.0003882489828453,0.0164160047103495,423,4,2,mr_ivw_mre,-0.386439273311829,0.0652950775727312,3.2518281722149802e-09,-0.514415273722131,-0.258463272901527,True,2.65565967397557e-08,True,True,True,,12.58791518108458
ENSG00000115211,EIF2B4,t2d,0.615429280170299,0.114026237188913,6.76661938975735e-08,2.22425327682669e-05,424,3,2,mr_ivw_mre,0.662968106803691,0.2336481526583,0.0045473544647924,0.205026142539106,1.12091007106828,True,0.0060425862718597,True,True,True,,29.13041846500295
ENSG00000115216,NRBP1,t2d,-0.259994827608533,0.0464696637580863,2.20702266134477e-08,8.03198604253686e-06,1127,7,4,mr_ivw_mre,-0.250739507132999,0.038654660779504,8.776210565471149e-11,-0.326501250095439,-0.174977764170558,True,8.1911298611064e-10,True,True,True,,31.303316776157544
ENSG00000115241,PPM1G,t2d,-0.345256507132712,0.0802922109610959,1.70798109419836e-05,0.0015822115772619,574,2,1,Wald ratio (单工具退化),-0.345256507132712,0.0802922109610959,1.70798109419836e-05,-0.502626348855552,-0.187886665409872,True,5.72246657201503e-05,True,True,True,,18.48999999999996
ENSG00000116030,SUMO1,t2d,0.875412169521194,0.275720368353132,0.001498365012654,0.0412657823755273,32,2,1,Wald ratio (单工具退化),0.875412169521194,0.275720368353132,0.001498365012654,0.335010177744938,1.41581416129745,True,0.0022333045055528,True,True,True,,10.080625
ENSG00000116273,PHF13,t2d,-0.257456998688752,0.068490163112713,0.0001705691975311,0.0087782834486966,666,6,2,mr_ivw_mre,-0.257599284500257,0.0009406082088744,0.0,-0.259442842713214,-0.2557557262873,True,0.0,True,True,True,,14.130352736246136
ENSG00000116584,ARHGEF2,t2d,-0.860693075122969,0.26549604938269,0.0011876481726394,0.0352363064134448,92,2,1,Wald ratio (单工具退化),-0.860693075122969,0.26549604938269,0.0011876481726394,-1.38105576995071,-0.340330380295229,True,0.0018772503373978,True,True,True,,10.509462172668634
ENSG00000118292,C1orf54,t2d,-0.417408362808057,0.115741551929078,0.0003104947842501,0.0137562689196048,370,3,1,Wald ratio (单工具退化),-0.417408362808057,0.115741551929078,0.0003104947842501,-0.644257636103822,-0.190559089512292,True,0.0006724527924091,True,True,True,,13.005998189225839
ENSG00000118520,ARG1,t2d,-0.143760804503598,0.0294665003019796,1.06739783516975e-06,0.0001843522701759,1495,15,3,mr_ivw_mre,-0.132264785539102,0.0310588777659715,2.05786784803444e-05,-0.193139067360638,-0.0713905037175659,True,6.66681154073967e-05,True,True,True,,23.802571166207713
ENSG00000118997,DNAH7,t2d,0.280545726667071,0.0808194643047523,0.0005180137366909,0.0197698875538592,1050,3,1,Wald ratio (单工具退化),0.280545726667071,0.0808194643047523,0.0005180137366909,0.122142487379936,0.438948965954206,True,0.0010149102645523,True,True,True,,12.049676311269637
ENSG00000119431,HDHD3,t2d,-0.117483947368939,0.0304723988488186,0.0001155303111851,0.0065041650330212,473,13,4,mr_ivw_mre,-0.0926387191437718,0.031214585171811,0.0029993713409159,-0.153818181872879,-0.0314592564146643,True,0.0040683514381973,True,True,True,,14.864276382638941
ENSG00000119760,SUPT7L,t2d,0.505112324830184,0.157390072229695,0.0013305750393882,0.0383010159643126,168,2,1,Wald ratio (单工具退化),0.505112324830184,0.157390072229695,0.0013305750393882,0.196633451735824,0.813591197924544,True,0.0020374430290633,True,True,True,,10.299621416982152
ENSG00000119866,BCL11A,t2d,-0.763469746752601,0.168103430477637,5.5811237651583e-06,0.0007198943185691,27,2,1,Wald ratio (单工具退化),-0.858294657942056,0.215263611959744,6.68634420939676e-05,-1.28020358456516,-0.436385731318952,True,0.0001783025122505,True,True,True,,20.62673611111109
ENSG00000122557,HERPUD2,t2d,-0.202859892195129,0.0488366407136423,3.26933027351139e-05,0.0025430897318382,938,6,3,mr_ivw_mre,-0.174902188383004,0.0749800384629379,0.0196665212565486,-0.32186036332979,-0.0279440134362179,True,0.0240164371731061,True,True,True,,17.254437869822393
ENSG00000123636,BAZ2B,t2d,0.0732776185070312,0.0193970166636259,0.0001582339720921,0.0082265519164243,3396,27,7,mr_ivw_mre,0.0992647730961396,0.0504414413834538,0.0490771251122782,0.0004013646562819,0.198128181535997,True,0.0581215499819126,True,False,True,,14.271604938271611
ENSG00000123700,KCNJ2,t2d,0.352668839206848,0.106660819662559,0.0009448566770474,0.0303725222054051,519,8,4,mr_ivw_mre,0.289302978626176,0.0965848290486954,0.0027415232606844,0.100000192237775,0.478605765014577,True,0.0037315177714871,True,True,True,,10.932622268470324
ENSG00000124196,GTSF1L,t2d,1.14811571523559,0.23761775924605,1.35320660567189e-06,0.0002260520542917,145,3,1,Wald ratio (单工具退化),1.14811571523559,0.23761775924605,1.35320660567189e-06,0.68239346502622,1.61383796544496,True,6.31496415980216e-06,True,True,True,,23.346056424141956
ENSG00000124766,SOX4,t2d,0.501212114623711,0.161375112662937,0.0018971217794117,0.0491900023720257,299,9,5,mr_ivw_mre,0.389518564789705,0.163992633652177,0.0175384986518591,0.0680989091015661,0.710938220477843,True,0.0216197845016628,True,True,True,,9.646505190311446
ENSG00000125388,GRK4,t2d,0.142897309131785,0.037047450515648,0.0001147201210465,0.0064944335192469,1300,12,1,Wald ratio (单工具退化),0.121817133046931,0.0360304196335994,0.0007223506017757,0.0511988082172116,0.192435457876651,True,0.0013048914096594,True,True,True,,14.877551020408132
ENSG00000125686,MED1,t2d,0.320832260494735,0.0814344881378075,8.15634916420704e-05,0.0053536452498457,916,3,2,mr_ivw_mre,0.327869502204699,0.0795892657076311,3.79663913115327e-05,0.171877407861753,0.483861596547645,True,0.0001127486772281,True,True,True,,15.521701262882802
ENSG00000125967,NECAB3,t2d,1.11092637512007,0.332592155514341,0.0008371621127757,0.0283411359773576,10,2,1,Wald ratio (单工具退化),1.11092637512007,0.332592155514341,0.0008371621127757,0.459057728771414,1.76279502146872,True,0.0014650336973575,True,True,True,,11.15697736210018
ENSG00000125977,EIF2S2,t2d,0.18141555469596,0.0424701154057017,1.94071164409268e-05,0.0017196392742003,1496,10,1,Wald ratio (单工具退化),0.18141555469596,0.0424701154057017,1.94071164409268e-05,0.0981756580815253,0.264655451310395,True,6.44710986851129e-05,True,True,True,,18.24660874866629
ENSG00000127603,MACF1,t2d,0.28499653228493,0.0429756675667752,3.3211482646508395e-11,2.60326929359939e-08,1031,12,5,mr_ivw_mre,0.282519600384351,0.0651345319783047,1.44126946522866e-05,0.154858263557001,0.4101809372117,True,5.08988856188861e-05,True,True,True,,43.97783933517997
ENSG00000128563,PRKRIP1,t2d,-0.232746067097173,0.0730658131635618,0.0014453883497696,0.0405744002318263,1389,9,2,mr_ivw_mre,-0.213481569319832,0.0664244310219353,0.0013094464788961,-0.34367106181639,-0.0832920768232734,True,0.0020208780304223,True,True,True,,10.146967238278965
ENSG00000129933,MAU2,t2d,-0.0860430881199576,0.0231298623978381,0.0001992227779518,0.0098071502769525,1834,17,2,mr_ivw_mre,-0.0745217191524939,0.0287791927311184,0.0096134829007021,-0.130927900409623,-0.0181155378953649,True,0.0121957452979781,True,True,True,,13.83839999999996
ENSG00000130856,ZNF236,t2d,-0.333261801246451,0.0767625497253063,1.41536848517948e-05,0.0014422604863978,389,4,1,Wald ratio (单工具退化),-0.333261801246451,0.0767625497253063,1.41536848517948e-05,-0.483713634069517,-0.182809968423386,True,5.04385860173051e-05,True,True,True,,18.8483045806067
ENSG00000130943,PKDREJ,t2d,-0.552056115691688,0.145626313491812,0.000150096889508,0.0079660797087866,528,2,1,Wald ratio (单工具退化),-0.552056115691688,0.145626313491812,0.000150096889508,-0.837478445336979,-0.266633786046397,True,0.0003631974116491,True,True,True,,14.370991735537228
